pot,leaf,population,pop.short,pop.geno,elevation,genotype,rep,observation,am.pm,time,date,meas.week,week.of.year,treatment,treatment.levels,gsw,rh,t.ref,t.leaf,delta.t,svp,lsvp,vpd,vpd.kpa
48,3,CCR-COL,CCR,CCR149,72,149,5,117,pm,15:51:00,7/21/23,1,29,predrought,predrought,0.205,14.02,46.66,40.32,6.34,10429.84,7501.43,6039.17,6.04
49,1,CCR-COL,CCR,CCR152,72,152,13,19,pm,16:03:00,7/21/23,1,29,predrought,predrought,0.374,14.48,43.16,35.68,7.48,8710.86,5836.83,4575.5,4.58
49,1,CCR-COL,CCR,CCR152,72,152,13,20,pm,16:03:00,7/21/23,1,29,predrought,predrought,0.379,13.74,43.29,36.94,6.35,8770.03,6253.63,5048.63,5.05
49,2,CCR-COL,CCR,CCR152,72,152,13,21,pm,16:04:00,7/21/23,1,29,predrought,predrought,0.295,13.87,43.55,37.3,6.25,8889.41,6377.35,5144.39,5.14
49,2,CCR-COL,CCR,CCR152,72,152,13,22,pm,16:04:00,7/21/23,1,29,predrought,predrought,0.3,13.55,43.66,37.88,5.78,8940.34,6581.13,5369.72,5.37
49,3,CCR-COL,CCR,CCR152,72,152,13,23,pm,16:05:00,7/21/23,1,29,predrought,predrought,0.405,13.64,43.86,36.72,7.14,9033.58,6179.05,4946.87,4.95
49,3,CCR-COL,CCR,CCR152,72,152,13,24,pm,16:05:00,7/21/23,1,29,predrought,predrought,0.282,13.08,44,37.5,6.5,9099.35,6446.99,5256.8,5.26
50,1,CCR-COL,CCR,CCR152,72,152,14,76,pm,15:40:00,7/21/23,1,29,predrought,predrought,0.224,15.04,46.22,39.25,6.97,10198.84,7085.01,5551.1,5.55
50,1,CCR-COL,CCR,CCR152,72,152,14,77,pm,15:40:00,7/21/23,1,29,predrought,predrought,0.176,15.12,46.23,39.53,6.7,10204.04,7192,5649.15,5.65
50,2,CCR-COL,CCR,CCR152,72,152,14,78,pm,15:40:00,7/21/23,1,29,predrought,predrought,0.16,15.02,46.25,40.23,6.02,10214.45,7465.61,5931.4,5.93
50,2,CCR-COL,CCR,CCR152,72,152,14,79,pm,15:41:00,7/21/23,1,29,predrought,predrought,0.234,14.82,46.25,40.82,5.43,10214.45,7703.17,6189.39,6.19
50,3,CCR-COL,CCR,CCR152,72,152,14,80,pm,15:41:00,7/21/23,1,29,predrought,predrought,0.186,15.68,46.3,38.84,7.46,10240.51,6930.83,5325.12,5.33
50,3,CCR-COL,CCR,CCR152,72,152,14,81,pm,15:42:00,7/21/23,1,29,predrought,predrought,0.153,15.54,46.31,39.94,6.37,10245.73,7351.18,5759,5.76
51,1,CCR-COL,CCR,CCR152,72,152,15,164,pm,16:14:00,7/21/23,1,29,predrought,predrought,0.335,12.64,47.13,38.21,8.92,10681.55,6699.58,5349.43,5.35
51,1,CCR-COL,CCR,CCR152,72,152,15,165,pm,16:14:00,7/21/23,1,29,predrought,predrought,0.411,12.49,47.12,38.33,8.79,10676.14,6743.1,5409.65,5.41
51,2,CCR-COL,CCR,CCR152,72,152,15,166,pm,16:14:00,7/21/23,1,29,predrought,predrought,0.205,12.69,47.11,40.03,7.08,10670.73,7386.53,6032.42,6.03
51,2,CCR-COL,CCR,CCR152,72,152,15,167,pm,16:14:00,7/21/23,1,29,predrought,predrought,0.182,12.76,47.1,39.83,7.27,10665.33,7308.18,5947.28,5.95
51,3,CCR-COL,CCR,CCR152,72,152,15,168,pm,16:15:00,7/21/23,1,29,predrought,predrought,0.402,12.48,47.09,36.67,10.42,10659.93,6162.21,4831.85,4.83
51,3,CCR-COL,CCR,CCR152,72,152,15,169,pm,16:15:00,7/21/23,1,29,predrought,predrought,0.569,13.06,47.05,36.48,10.57,10638.34,6098.57,4709.2,4.71
54,1,CCR-COL,CCR,CCR154,72,154,4,70,pm,15:38:00,7/21/23,1,29,predrought,predrought,0.328,15.65,46.09,38.84,7.25,10131.44,6930.83,5345.26,5.35
54,1,CCR-COL,CCR,CCR154,72,154,4,71,pm,15:38:00,7/21/23,1,29,predrought,predrought,0.258,15.91,46.14,39.67,6.47,10157.32,7246.02,5629.99,5.63
54,2,CCR-COL,CCR,CCR154,72,154,4,72,pm,15:39:00,7/21/23,1,29,predrought,predrought,0.233,15.4,46.16,38.75,7.41,10167.68,6897.38,5331.55,5.33
54,2,CCR-COL,CCR,CCR154,72,154,4,73,pm,15:39:00,7/21/23,1,29,predrought,predrought,0.242,15.27,46.16,39.39,6.77,10167.68,7138.33,5585.73,5.59
54,3,CCR-COL,CCR,CCR154,72,154,4,74,pm,15:39:00,7/21/23,1,29,predrought,predrought,0.248,15.63,46.18,39.35,6.83,10178.06,7123.06,5532.23,5.53
54,3,CCR-COL,CCR,CCR154,72,154,4,75,pm,15:40:00,7/21/23,1,29,predrought,predrought,0.186,15.46,46.19,39.52,6.67,10183.25,7188.15,5613.82,5.61
58,1,CCR-COL,CCR,CCR155,72,155,1,13,pm,15:23:00,7/21/23,1,29,predrought,predrought,0.095,20.45,43.07,39.37,3.7,8670.09,7130.69,5357.66,5.36
58,1,CCR-COL,CCR,CCR155,72,155,1,14,pm,15:23:00,7/21/23,1,29,predrought,predrought,0.068,19.95,43.15,38.87,4.28,8706.32,6942.01,5205.1,5.21
58,2,CCR-COL,CCR,CCR155,72,155,1,15,pm,15:23:00,7/21/23,1,29,predrought,predrought,0.101,19.68,43.32,40.07,3.25,8783.73,7402.29,5673.65,5.67
58,2,CCR-COL,CCR,CCR155,72,155,1,16,pm,15:24:00,7/21/23,1,29,predrought,predrought,0.092,19.67,43.39,39.93,3.46,8815.78,7347.27,5613.2,5.61
58,3,CCR-COL,CCR,CCR155,72,155,1,17,pm,15:24:00,7/21/23,1,29,predrought,predrought,0.15,19.01,43.49,37.44,6.05,8861.74,6426.03,4741.41,4.74
58,3,CCR-COL,CCR,CCR155,72,155,1,18,pm,15:24:00,7/21/23,1,29,predrought,predrought,0.205,19.11,43.54,39.15,4.39,8884.79,7047.13,5349.25,5.35
60,1,CCR-COL,CCR,CCR155,72,155,3,31,pm,15:28:00,7/21/23,1,29,predrought,predrought,0.148,17.61,44.51,38.4,6.11,9342.44,6768.61,5123.4,5.12
60,1,CCR-COL,CCR,CCR155,72,155,3,32,pm,15:28:00,7/21/23,1,29,predrought,predrought,0.15,17.34,44.56,39.29,5.27,9366.57,7100.21,5476.05,5.48
60,2,CCR-COL,CCR,CCR155,72,155,3,33,pm,15:28:00,7/21/23,1,29,predrought,predrought,0.231,17.63,44.63,38.69,5.94,9400.45,6875.15,5217.85,5.22
60,2,CCR-COL,CCR,CCR155,72,155,3,34,pm,15:29:00,7/21/23,1,29,predrought,predrought,0.278,17.48,44.66,39.38,5.28,9414.99,7134.51,5488.77,5.49
60,3,CCR-COL,CCR,CCR155,72,155,3,35,pm,15:29:00,7/21/23,1,29,predrought,predrought,0.208,17.75,44.71,37.73,6.98,9439.29,6527.9,4852.42,4.85
60,3,CCR-COL,CCR,CCR155,72,155,3,36,pm,15:29:00,7/21/23,1,29,predrought,predrought,0.225,17.92,44.73,38,6.73,9449.02,6623.99,4930.73,4.93
61,1,CCR-COL,CCR,CCR5,72,5,2,124,pm,15:53:00,7/21/23,1,29,predrought,predrought,0.116,13.8,46.64,40.92,5.72,10419.24,7744.07,6306.22,6.31
61,1,CCR-COL,CCR,CCR5,72,5,2,125,pm,15:54:00,7/21/23,1,29,predrought,predrought,0.083,13.92,46.64,41.11,5.53,10419.24,7822.31,6371.95,6.37
61,2,CCR-COL,CCR,CCR5,72,5,2,126,pm,15:54:00,7/21/23,1,29,predrought,predrought,0.184,13.68,46.62,39.86,6.76,10408.65,7319.89,5895.98,5.9
61,2,CCR-COL,CCR,CCR5,72,5,2,127,pm,15:54:00,7/21/23,1,29,predrought,predrought,0.069,13.93,46.61,40.73,5.88,10403.36,7666.51,6217.33,6.22
61,3,CCR-COL,CCR,CCR5,72,5,2,128,pm,15:54:00,7/21/23,1,29,predrought,predrought,0.114,13.96,46.6,40.86,5.74,10398.07,7719.51,6267.94,6.27
61,3,CCR-COL,CCR,CCR5,72,5,2,129,pm,15:54:00,7/21/23,1,29,predrought,predrought,0.054,13.88,46.58,41.75,4.83,10387.51,8090.89,6649.1,6.65
66,1,JLA-JAK,JLA,JLA155,1521,155,12,146,pm,16:08:00,7/21/23,1,29,predrought,predrought,0.087,13.18,46.96,42.87,4.09,10589.91,8580.1,7184.35,7.18
66,1,JLA-JAK,JLA,JLA155,1521,155,12,147,pm,16:09:00,7/21/23,1,29,predrought,predrought,0.118,13.09,46.96,42.21,4.75,10589.91,8288.82,6902.6,6.9
66,2,JLA-JAK,JLA,JLA155,1521,155,12,148,pm,16:09:00,7/21/23,1,29,predrought,predrought,0.146,13.14,46.98,41.49,5.49,10600.65,7980.83,6587.91,6.59
66,2,JLA-JAK,JLA,JLA155,1521,155,12,149,pm,16:09:00,7/21/23,1,29,predrought,predrought,0.088,12.78,46.98,42.05,4.93,10600.65,8219.51,6864.74,6.86
66,3,JLA-JAK,JLA,JLA155,1521,155,12,150,pm,16:09:00,7/21/23,1,29,predrought,predrought,0.119,12.69,46.97,42.2,4.77,10595.28,8284.47,6939.93,6.94
66,3,JLA-JAK,JLA,JLA155,1521,155,12,151,pm,16:09:00,7/21/23,1,29,predrought,predrought,0.093,12.84,46.96,41.9,5.06,10589.91,8154.98,6795.23,6.8
67,1,JLA-JAK,JLA,JLA157,1521,157,8,43,pm,15:31:00,7/21/23,1,29,predrought,predrought,0.148,16.5,45.13,39.91,5.22,9645.49,7339.43,5747.93,5.75
67,1,JLA-JAK,JLA,JLA157,1521,157,8,44,pm,15:31:00,7/21/23,1,29,predrought,predrought,0.176,16.16,45.17,39.39,5.78,9665.33,7138.33,5576.41,5.58
67,2,JLA-JAK,JLA,JLA157,1521,157,8,45,pm,15:31:00,7/21/23,1,29,predrought,predrought,0.19,16.44,45.21,39.77,5.44,9685.2,7284.82,5692.57,5.69
67,2,JLA-JAK,JLA,JLA157,1521,157,8,46,pm,15:32:00,7/21/23,1,29,predrought,predrought,0.145,16.38,45.23,40.24,4.99,9695.15,7469.58,5881.52,5.88
67,3,JLA-JAK,JLA,JLA157,1521,157,8,47,pm,15:32:00,7/21/23,1,29,predrought,predrought,0.191,17.08,45.28,40.75,4.53,9720.07,7674.65,6014.46,6.01
67,3,JLA-JAK,JLA,JLA157,1521,157,8,48,pm,15:32:00,7/21/23,1,29,predrought,predrought,0.139,16.84,45.3,40.14,5.16,9730.05,7429.94,5791.4,5.79
68,1,JLA-JAK,JLA,JLA157,1521,157,16,25,pm,15:26:00,7/21/23,1,29,predrought,predrought,0.108,18.24,44.13,40.86,3.27,9160.79,7719.51,6048.58,6.05
68,1,JLA-JAK,JLA,JLA157,1521,157,16,26,pm,15:26:00,7/21/23,1,29,predrought,predrought,0.17,18.28,44.17,40.3,3.87,9179.77,7493.46,5815.4,5.82
68,2,JLA-JAK,JLA,JLA157,1521,157,16,27,pm,15:26:00,7/21/23,1,29,predrought,predrought,0.17,18.07,44.22,40.39,3.83,9203.53,7529.4,5866.32,5.87
68,2,JLA-JAK,JLA,JLA157,1521,157,16,28,pm,15:27:00,7/21/23,1,29,predrought,predrought,0.146,17.7,44.26,40.06,4.2,9222.59,7398.35,5765.95,5.77
68,3,JLA-JAK,JLA,JLA157,1521,157,16,29,pm,15:27:00,7/21/23,1,29,predrought,predrought,0.116,17.7,44.3,39.43,4.87,9241.67,7153.63,5517.85,5.52
68,3,JLA-JAK,JLA,JLA157,1521,157,16,30,pm,15:27:00,7/21/23,1,29,predrought,predrought,0.146,17.67,44.35,39.88,4.47,9265.58,7327.7,5690.47,5.69
69,1,JLA-JAK,JLA,JLA153,1521,153,4,118,pm,15:52:00,7/21/23,1,29,predrought,predrought,0.192,13.88,46.68,40.29,6.39,10440.44,7489.48,6040.34,6.04
69,1,JLA-JAK,JLA,JLA153,1521,153,4,119,pm,15:52:00,7/21/23,1,29,predrought,predrought,0.105,13.57,46.68,41.65,5.03,10440.44,8048.41,6631.64,6.63
69,2,JLA-JAK,JLA,JLA153,1521,153,4,120,pm,15:52:00,7/21/23,1,29,predrought,predrought,0.124,13.75,46.68,41.7,4.98,10440.44,8069.62,6634.06,6.63
69,2,JLA-JAK,JLA,JLA153,1521,153,4,121,pm,15:53:00,7/21/23,1,29,predrought,predrought,0.126,13.66,46.67,41.71,4.96,10435.14,8073.87,6648.43,6.65
69,3,JLA-JAK,JLA,JLA153,1521,153,4,122,pm,15:53:00,7/21/23,1,29,predrought,predrought,0.144,14.31,46.66,40.21,6.45,10429.84,7457.67,5965.16,5.97
69,3,JLA-JAK,JLA,JLA153,1521,153,4,123,pm,15:53:00,7/21/23,1,29,predrought,predrought,0.213,13.92,46.65,40.08,6.57,10424.54,7406.23,5955.14,5.96
70,1,JLA-JAK,JLA,JLA158,1521,158,20,170,pm,16:16:00,7/21/23,1,29,predrought,predrought,0.13,12.65,47.07,41.28,5.79,10649.13,7892.89,6545.77,6.55
70,1,JLA-JAK,JLA,JLA158,1521,158,20,171,pm,16:16:00,7/21/23,1,29,predrought,predrought,0.144,12.71,47.07,41.59,5.48,10649.13,8023.01,6669.5,6.67
70,2,JLA-JAK,JLA,JLA158,1521,158,20,172,pm,16:16:00,7/21/23,1,29,predrought,predrought,0.106,12.73,47.08,42.32,4.76,10654.53,8336.76,6980.44,6.98
70,2,JLA-JAK,JLA,JLA158,1521,158,20,173,pm,16:16:00,7/21/23,1,29,predrought,predrought,0.051,12.48,47.09,42.12,4.97,10659.93,8249.77,6919.41,6.92
70,3,JLA-JAK,JLA,JLA158,1521,158,20,174,pm,16:17:00,7/21/23,1,29,predrought,predrought,0.197,12.39,47.1,41.29,5.81,10665.33,7897.06,6575.62,6.58
70,3,JLA-JAK,JLA,JLA158,1521,158,20,175,pm,16:17:00,7/21/23,1,29,predrought,predrought,0.125,12.5,47.1,41.07,6.03,10665.33,7805.78,6472.62,6.47
73,1,JLA-JAK,JLA,JLA158,1521,158,3,94,pm,15:45:00,7/21/23,1,29,predrought,predrought,0.081,14.56,46.65,43.02,3.63,10424.54,8647.52,7129.71,7.13
73,1,JLA-JAK,JLA,JLA158,1521,158,3,95,pm,15:46:00,7/21/23,1,29,predrought,predrought,0.158,14.76,46.65,41.95,4.7,10424.54,8176.44,6637.78,6.64
73,2,JLA-JAK,JLA,JLA158,1521,158,3,96,pm,15:46:00,7/21/23,1,29,predrought,predrought,0.171,14.49,46.65,41.17,5.48,10424.54,7847.16,6336.64,6.34
73,2,JLA-JAK,JLA,JLA158,1521,158,3,97,pm,15:46:00,7/21/23,1,29,predrought,predrought,0.154,14.58,46.63,41.04,5.59,10413.95,7793.41,6275.05,6.28
73,3,JLA-JAK,JLA,JLA158,1521,158,3,98,pm,15:47:00,7/21/23,1,29,predrought,predrought,0.165,14.54,46.65,41.38,5.27,10424.54,7934.66,6418.93,6.42
73,3,JLA-JAK,JLA,JLA158,1521,158,3,99,pm,15:47:00,7/21/23,1,29,predrought,predrought,0.157,14.57,46.65,41.52,5.13,10424.54,7993.47,6474.61,6.47
74,1,JLA-JAK,JLA,JLA156,1521,156,14,88,pm,15:43:00,7/21/23,1,29,predrought,predrought,0.013,14.57,46.44,46.02,0.42,10313.78,10095.3,8592.59,8.59
74,1,JLA-JAK,JLA,JLA156,1521,156,14,89,pm,15:44:00,7/21/23,1,29,predrought,predrought,0.01,15.14,46.47,44.85,1.62,10329.54,9507.59,7943.7,7.94
74,2,JLA-JAK,JLA,JLA156,1521,156,14,90,pm,15:44:00,7/21/23,1,29,predrought,predrought,0.003,15.44,46.5,46.27,0.23,10345.32,10224.86,8627.55,8.63
74,2,JLA-JAK,JLA,JLA156,1521,156,14,91,pm,15:44:00,7/21/23,1,29,predrought,predrought,0.01,14.52,46.54,43.5,3.04,10366.4,8866.34,7361.14,7.36
74,3,JLA-JAK,JLA,JLA156,1521,156,14,92,pm,15:45:00,7/21/23,1,29,predrought,predrought,0.022,14.38,46.57,46.33,0.24,10382.22,10256.17,8763.21,8.76
74,3,JLA-JAK,JLA,JLA156,1521,156,14,93,pm,15:45:00,7/21/23,1,29,predrought,predrought,0.01,14.19,46.6,44.41,2.19,10398.07,9294.34,7818.85,7.82
75,1,JLA-JAK,JLA,JLA156,1521,156,15,140,pm,16:07:00,7/21/23,1,29,predrought,predrought,0.105,13.39,46.9,41.26,5.64,10557.73,7884.56,6470.88,6.47
75,1,JLA-JAK,JLA,JLA156,1521,156,15,141,pm,16:07:00,7/21/23,1,29,predrought,predrought,0.119,13.75,46.9,40.86,6.04,10557.73,7719.51,6267.82,6.27
75,2,JLA-JAK,JLA,JLA156,1521,156,15,142,pm,16:07:00,7/21/23,1,29,predrought,predrought,0.174,13.36,46.91,40.66,6.25,10563.08,7638.11,6226.88,6.23
75,2,JLA-JAK,JLA,JLA156,1521,156,15,143,pm,16:08:00,7/21/23,1,29,predrought,predrought,0.182,13.77,46.92,40.35,6.57,10568.44,7513.41,6058.13,6.06
75,3,JLA-JAK,JLA,JLA156,1521,156,15,144,pm,16:08:00,7/21/23,1,29,predrought,predrought,0.131,13.34,46.93,41.87,5.06,10573.81,8142.13,6731.58,6.73
75,3,JLA-JAK,JLA,JLA156,1521,156,15,145,pm,16:08:00,7/21/23,1,29,predrought,predrought,0.165,13.09,46.93,41.05,5.88,10573.81,7797.53,6413.42,6.41
76,1,JLA-JAK,JLA,JLA153,1521,153,3,100,pm,15:47:00,7/21/23,1,29,predrought,predrought,0.041,14.66,46.65,44.25,2.4,10424.54,9217.82,7689.58,7.69
76,1,JLA-JAK,JLA,JLA153,1521,153,3,101,pm,15:47:00,7/21/23,1,29,predrought,predrought,0.071,14.7,46.65,43,3.65,10424.54,8638.5,7106.1,7.11
76,2,JLA-JAK,JLA,JLA153,1521,153,3,102,pm,15:48:00,7/21/23,1,29,predrought,predrought,0.05,14.6,46.67,43.23,3.44,10435.14,8742.68,7219.14,7.22
76,2,JLA-JAK,JLA,JLA153,1521,153,3,103,pm,15:48:00,7/21/23,1,29,predrought,predrought,0.043,14.66,46.67,44.17,2.5,10435.14,9179.77,7649.98,7.65
76,3,JLA-JAK,JLA,JLA153,1521,153,3,104,pm,15:48:00,7/21/23,1,29,predrought,predrought,0.092,14.2,46.68,42.54,4.14,10440.44,8433.37,6950.83,6.95
76,3,JLA-JAK,JLA,JLA153,1521,153,3,105,pm,15:48:00,7/21/23,1,29,predrought,predrought,0.094,14.05,46.69,42.74,3.95,10445.75,8522.04,7054.41,7.05
81,1,JLA-JAK,JLA,JLA158,1521,158,19,182,pm,16:19:00,7/21/23,1,29,predrought,predrought,0.061,12.12,47.05,44.05,3,10638.34,9122.94,7833.57,7.83
81,1,JLA-JAK,JLA,JLA158,1521,158,19,183,pm,16:19:00,7/21/23,1,29,predrought,predrought,0.058,12.05,47.04,42.95,4.09,10632.95,8616,7334.73,7.33
81,2,JLA-JAK,JLA,JLA158,1521,158,19,184,pm,16:20:00,7/21/23,1,29,predrought,predrought,0.078,11.83,47.03,43.29,3.74,10627.56,8770.03,7512.79,7.51
81,2,JLA-JAK,JLA,JLA158,1521,158,19,185,pm,16:20:00,7/21/23,1,29,predrought,predrought,0.09,11.89,47.02,42.56,4.46,10622.18,8442.2,7179.23,7.18
81,3,JLA-JAK,JLA,JLA158,1521,158,19,186,pm,16:20:00,7/21/23,1,29,predrought,predrought,0.057,12.17,47.02,43.69,3.33,10622.18,8954.27,7661.55,7.66
81,3,JLA-JAK,JLA,JLA158,1521,158,19,187,pm,16:20:00,7/21/23,1,29,predrought,predrought,0.077,11.89,47.02,43.77,3.25,10622.18,8991.52,7728.54,7.73
85,1,CCR-COL,CCR,CCR5,72,5,3,37,pm,15:29:00,7/21/23,1,29,predrought,predrought,0.106,17.75,44.8,40.04,4.76,9483.15,7390.47,5707.21,5.71
85,1,CCR-COL,CCR,CCR5,72,5,3,38,pm,15:29:00,7/21/23,1,29,predrought,predrought,0.15,18.07,44.83,40.3,4.53,9497.81,7493.46,5777.21,5.78
85,2,CCR-COL,CCR,CCR5,72,5,3,39,pm,15:30:00,7/21/23,1,29,predrought,predrought,0.068,17.44,44.88,40.85,4.03,9522.29,7715.42,6054.73,6.05
85,2,CCR-COL,CCR,CCR5,72,5,3,40,pm,15:30:00,7/21/23,1,29,predrought,predrought,0.09,16.78,44.91,41.3,3.61,9537,7901.23,6300.92,6.3
85,3,CCR-COL,CCR,CCR5,72,5,3,41,pm,15:30:00,7/21/23,1,29,predrought,predrought,0.049,17.09,44.95,40.94,4.01,9556.65,7752.28,6119.05,6.12
85,3,CCR-COL,CCR,CCR5,72,5,3,42,pm,15:30:00,7/21/23,1,29,predrought,predrought,0.103,17.2,44.98,41.32,3.66,9571.4,7909.58,6263.29,6.26
1,1,NRV-NEW,NRV,NRV101,666,101,4,159,am,8:42:09,8/9/23,2,32,predrought,predrought,0.35,32.19,37.45,32.88,4.57,6429.52,4995.86,2926.2,2.93
1,1,NRV-NEW,NRV,NRV101,666,101,4,160,am,8:42:29,8/9/23,2,32,predrought,predrought,0.546,31.48,37.45,33.09,4.36,6429.52,5055.06,3031.05,3.03
1,2,NRV-NEW,NRV,NRV101,666,101,4,161,am,8:42:51,8/9/23,2,32,predrought,predrought,0.354,32.51,37.46,33.03,4.43,6433.01,5038.08,2946.71,2.95
1,2,NRV-NEW,NRV,NRV101,666,101,4,162,am,8:43:10,8/9/23,2,32,predrought,predrought,0.505,33.53,37.47,33.18,4.29,6436.5,5080.62,2922.46,2.92
1,3,NRV-NEW,NRV,NRV101,666,101,4,163,am,8:43:34,8/9/23,2,32,predrought,predrought,0.256,33.29,37.5,33.71,3.79,6446.99,5233.41,3087.2,3.09
1,3,NRV-NEW,NRV,NRV101,666,101,4,164,am,8:43:53,8/9/23,2,32,predrought,predrought,0.524,32.79,37.52,33.2,4.32,6453.99,5086.31,2970.05,2.97
2,1,NRV-NEW,NRV,NRV101,666,101,11,129,am,8:31:25,8/9/23,2,32,predrought,predrought,0.535,32.35,37.13,30.76,6.37,6318.66,4431.12,2387.03,2.39
2,1,NRV-NEW,NRV,NRV101,666,101,11,130,am,8:31:44,8/9/23,2,32,predrought,predrought,0.665,32.17,37.11,31.21,5.9,6311.79,4546.12,2515.61,2.52
2,2,NRV-NEW,NRV,NRV101,666,101,11,131,am,8:32:16,8/9/23,2,32,predrought,predrought,0.489,32.91,37.11,31.53,5.58,6311.79,4629.46,2552.25,2.55
2,2,NRV-NEW,NRV,NRV101,666,101,11,132,am,8:32:34,8/9/23,2,32,predrought,predrought,0.665,33.39,37.09,30.85,6.24,6304.92,4453.92,2348.7,2.35
2,3,NRV-NEW,NRV,NRV101,666,101,11,133,am,8:33:02,8/9/23,2,32,predrought,predrought,0.551,33.78,37.07,31.26,5.81,6298.06,4559.05,2431.57,2.43
2,3,NRV-NEW,NRV,NRV101,666,101,11,134,am,8:33:19,8/9/23,2,32,predrought,predrought,0.398,33.3,37.06,31.81,5.25,6294.63,4703.47,2607.36,2.61
3,1,NRV-NEW,NRV,NRV101,666,101,14,117,am,8:23:26,8/9/23,2,32,predrought,predrought,0.345,33.16,36.77,31.17,5.6,6195.93,4535.79,2481.22,2.48
3,1,NRV-NEW,NRV,NRV101,666,101,14,118,am,8:23:53,8/9/23,2,32,predrought,predrought,0.514,33.17,36.77,31.19,5.58,6195.93,4540.95,2485.76,2.49
3,2,NRV-NEW,NRV,NRV101,666,101,14,119,am,8:24:15,8/9/23,2,32,predrought,predrought,0.375,33.7,36.78,31.65,5.13,6199.31,4661.06,2571.89,2.57
3,2,NRV-NEW,NRV,NRV101,666,101,14,120,am,8:24:32,8/9/23,2,32,predrought,predrought,0.459,33.93,36.78,31.21,5.57,6199.31,4546.12,2442.69,2.44
3,3,NRV-NEW,NRV,NRV101,666,101,14,121,am,8:24:56,8/9/23,2,32,predrought,predrought,0.472,33.56,36.77,31.46,5.31,6195.93,4611.12,2531.76,2.53
3,3,NRV-NEW,NRV,NRV101,666,101,14,122,am,8:25:14,8/9/23,2,32,predrought,predrought,0.545,34.06,36.78,31.4,5.38,6199.31,4595.44,2483.96,2.48
7,1,NRV-NEW,NRV,NRV105,666,105,9,68,am,8:03:49,8/9/23,2,32,predrought,predrought,0.354,34.49,35.98,31.71,4.27,5933.82,4676.92,2630.35,2.63
7,1,NRV-NEW,NRV,NRV105,666,105,9,69,am,8:04:14,8/9/23,2,32,predrought,predrought,0.545,34.39,35.98,31.56,4.42,5933.82,4637.34,2596.7,2.6
7,2,NRV-NEW,NRV,NRV105,666,105,9,70,am,8:04:37,8/9/23,2,32,predrought,predrought,0.286,34.31,35.99,30.56,5.43,5937.08,4380.83,2343.82,2.34
7,2,NRV-NEW,NRV,NRV105,666,105,9,71,am,8:04:53,8/9/23,2,32,predrought,predrought,0.465,35.17,35.98,30.88,5.1,5933.82,4461.54,2374.61,2.37
7,3,NRV-NEW,NRV,NRV105,666,105,9,72,am,8:05:15,8/9/23,2,32,predrought,predrought,0.4,35.9,35.96,30.56,5.4,5927.31,4380.83,2252.92,2.25
7,3,NRV-NEW,NRV,NRV105,666,105,9,73,am,8:05:41,8/9/23,2,32,predrought,predrought,0.363,34.42,35.96,30.15,5.81,5927.31,4279.28,2239.1,2.24
8,1,NRV-NEW,NRV,NRV105,666,105,10,44,am,7:54:02,8/9/23,2,32,predrought,predrought,0.434,36.53,35.27,31.47,3.8,5706.5,4613.73,2529.15,2.53
8,1,NRV-NEW,NRV,NRV105,666,105,10,45,am,7:54:18,8/9/23,2,32,predrought,predrought,0.48,35.93,35.29,30.14,5.15,5712.8,4276.83,2224.22,2.22
8,2,NRV-NEW,NRV,NRV105,666,105,10,46,am,7:54:44,8/9/23,2,32,predrought,predrought,0.424,37.76,35.31,30.29,5.02,5719.11,4313.72,2154.19,2.15
8,2,NRV-NEW,NRV,NRV105,666,105,10,47,am,7:55:24,8/9/23,2,32,predrought,predrought,0.485,35.92,35.41,30.13,5.28,5750.72,4274.38,2208.72,2.21
8,3,NRV-NEW,NRV,NRV105,666,105,10,48,am,7:55:51,8/9/23,2,32,predrought,predrought,0.446,35.13,35.47,30.35,5.12,5769.76,4328.56,2301.64,2.3
8,3,NRV-NEW,NRV,NRV105,666,105,10,49,am,7:56:13,8/9/23,2,32,predrought,predrought,0.493,34.95,35.48,30.66,4.82,5772.94,4405.91,2388.27,2.39
12,1,NRV-NEW,NRV,NRV118,666,118,5,86,am,8:10:41,8/9/23,2,32,predrought,predrought,0.236,34.49,36.12,31.33,4.79,5979.56,4577.22,2514.87,2.51
12,1,NRV-NEW,NRV,NRV118,666,118,5,87,am,8:10:59,8/9/23,2,32,predrought,predrought,0.231,34.49,36.12,31.78,4.34,5979.56,4695.5,2633.15,2.63
12,2,NRV-NEW,NRV,NRV118,666,118,5,88,am,8:11:16,8/9/23,2,32,predrought,predrought,0.211,34.25,36.12,30.99,5.13,5979.56,4489.58,2441.58,2.44
12,2,NRV-NEW,NRV,NRV118,666,118,5,89,am,8:11:33,8/9/23,2,32,predrought,predrought,0.306,34.24,36.11,31.53,4.58,5976.28,4629.46,2583.18,2.58
12,3,NRV-NEW,NRV,NRV118,666,118,5,90,am,8:11:58,8/9/23,2,32,predrought,predrought,0.263,34.12,36.11,31,5.11,5976.28,4492.13,2453.03,2.45
12,3,NRV-NEW,NRV,NRV118,666,118,5,91,am,8:12:16,8/9/23,2,32,predrought,predrought,0.457,34.19,36.09,30.95,5.14,5969.73,4479.36,2438.31,2.44
18,1,NRV-NEW,NRV,NRV122,666,122,5,123,am,8:29:20,8/9/23,2,32,predrought,predrought,0.274,31.6,37.21,33.2,4.01,6346.22,5086.31,3080.91,3.08
